ReturnID,OrderID,ProductID,ReturnReason,ReturnDate,RefundAmount
1112,2410,19,Missing Parts,2025-08-15,18887.8
1113,1188,575,Wrong Item,2025-06-22,8181.82
1114,6424,513,Damaged,2024-12-19,21591.64
1115,1276,79,Wrong Item,2026-03-31,10401.65
1116,7975,169,Wrong Item,2026-07-17,10044.86
1117,22107,875,Defective,2025-04-12,22988.99
1118,1974,288,Missing Parts,2026-08-13,17547.32
1119,12643,797,Defective,2025-07-17,5119.09
1120,9092,693,Damaged,2025-02-25,24334.29
1121,21823,435,Damaged,2025-03-09,9882.38
1122,20467,890,Missing Parts,2026-09-14,20024.45
1123,16003,570,Changed Mind,2023-05-31,3064.68
1124,11507,191,Late Delivery,2025-05-26,19284.83
1125,21398,995,Missing Parts,2024-04-13,5646.95
1126,17541,626,Wrong Item,2024-10-01,7434.84
1127,5719,247,Changed Mind,2026-10-13,20539.1
1128,24896,975,Defective,2023-02-16,13371.48
1129,18514,164,Changed Mind,2023-09-15,23909.7
1130,16461,675,Damaged,2025-01-13,4717.05
1131,24181,84,Missing Parts,2024-04-21,7761.35
1132,18139,540,Changed Mind,2023-08-25,11111.24
1133,15404,589,Changed Mind,2023-09-03,11215.17
1134,21244,980,Missing Parts,2026-06-19,4374.78
1135,16783,198,Changed Mind,2023-09-16,16876.53
1136,24297,337,Late Delivery,2023-10-23,9040.83
1137,4209,930,Changed Mind,2023-07-15,23850.69
1138,12284,344,Wrong Item,2026-01-29,721.71
1139,20817,851,Missing Parts,2023-03-08,20586.79
1140,12765,298,Damaged,2024-12-07,7475.08
1141,3365,950,Missing Parts,2023-09-08,18323.55
1142,3745,324,Late Delivery,2024-12-30,8090.34
1143,4142,338,Wrong Item,2024-10-27,7381.23
1144,17091,440,Wrong Item,2023-06-28,22767.22
1145,12075,453,Defective,2024-01-12,13077.85
1146,14423,91,Defective,2026-04-10,1657.72
1147,13453,585,Damaged,2026-06-19,11440.14
1148,1603,587,Damaged,2026-01-25,13801.19
1149,15878,948,Defective,2023-12-03,16369.31
1150,2934,841,Defective,2024-11-16,16844.43
1151,6579,762,Wrong Item,2024-05-29,20859.03
1152,9343,738,Changed Mind,2026-09-02,15806.42
1153,3944,384,Defective,2025-05-16,16313.18
1154,23679,392,Missing Parts,2024-01-23,18715.62
1155,760,600,Wrong Item,2025-07-31,17339.82
1156,4890,809,Late Delivery,2023-05-04,19596.82
1157,3233,296,Missing Parts,2025-08-11,24185.71
1158,24240,1000,Missing Parts,2025-02-03,15367.12
1159,6223,164,Damaged,2023-08-13,19680.73
1160,6985,430,Changed Mind,2025-02-20,20039.5
1161,1313,891,Wrong Item,2024-01-03,19737.68
1162,13191,411,Missing Parts,2026-05-09,405.42
1163,22606,579,Wrong Item,2024-03-03,1352.29
1164,20811,744,Changed Mind,2026-02-17,19482.82
1165,13354,537,Damaged,2024-05-03,5771.28
1166,10107,628,Changed Mind,2026-06-11,19980.22
1167,10258,282,Late Delivery,2023-11-07,22739.06
1168,4153,521,Wrong Item,2025-09-27,14925.76
1169,7375,872,Wrong Item,2026-07-28,6910.54
1170,24840,9,Late Delivery,2025-05-26,8789.01
1171,1635,305,Damaged,2023-04-06,19323.94
1172,13934,130,Defective,2023-06-24,5625.84
1173,8895,745,Damaged,2023-02-24,6940.43
1174,704,92,Defective,2025-06-22,6795.15
1175,11306,435,Damaged,2025-03-10,16429.91
1176,4004,434,Defective,2023-05-10,374.91
1177,4978,503,Missing Parts,2024-08-03,16270.96
1178,16424,840,Damaged,2026-03-11,16753.49
1179,21808,564,Defective,2026-12-22,17200.94
1180,21286,90,Defective,2024-08-12,22961.36
1181,11344,671,Defective,2024-07-22,14087.78
1182,16118,894,Defective,2025-02-22,9871.4
1183,5237,427,Changed Mind,2025-03-28,9664.9
1184,13808,789,Wrong Item,2026-06-22,3657.92
1185,973,971,Wrong Item,2024-12-25,1167.2
1186,13227,710,Late Delivery,2023-03-04,2839.08
1187,19593,582,Wrong Item,2025-12-07,17542.57
1188,12978,250,Changed Mind,2023-10-17,15661.03
1189,20717,854,Wrong Item,2024-02-05,11427.38
1190,4766,801,Late Delivery,2025-04-10,2695.86
1191,313,552,Missing Parts,2025-02-17,18485.59
1192,22529,682,Wrong Item,2024-05-05,16695.89
1193,13521,915,Damaged,2023-08-03,6312.91
1194,23693,699,Late Delivery,2024-01-19,15244.54
1195,13984,879,Missing Parts,2024-01-17,8964.76
1196,7128,796,Damaged,2024-04-17,5161.41
1197,23345,253,Defective,2026-10-22,6342.62
1198,1105,700,Late Delivery,2023-08-02,2316.62
1199,2702,158,Late Delivery,2025-05-16,5396.98
1200,5935,429,Missing Parts,2023-08-05,13150.06
1201,5750,746,Missing Parts,2024-06-05,17694.57
1202,8633,371,Missing Parts,2024-12-21,16312.83
1203,12745,649,Damaged,2026-12-30,23409.39
1204,24182,66,Changed Mind,2026-05-20,23536.14
1205,18945,51,Wrong Item,2023-12-15,17183.72
1206,20017,990,Missing Parts,2025-11-21,23481.64
1207,4616,92,Defective,2023-12-18,22596.97
1208,9552,606,Defective,2024-09-04,3746.78
1209,5353,568,Late Delivery,2024-03-29,7137.81
1210,18231,365,Defective,2024-12-19,11376.29
1211,2247,183,Late Delivery,2024-05-08,17863.03
1212,22318,965,Changed Mind,2024-12-30,13696.26
1213,6839,866,Late Delivery,2024-03-13,20115.38
1214,13130,34,Missing Parts,2024-04-30,13243.98
1215,6002,597,Changed Mind,2024-03-23,23718.78
1216,5951,245,Late Delivery,2026-11-24,9482.55
1217,12602,448,Damaged,2024-06-06,10027.6
1218,718,336,Defective,2023-11-20,11813.01
1219,21530,741,Wrong Item,2026-10-18,21240.97
1220,19991,280,Damaged,2023-09-26,10592.31
1221,8366,862,Changed Mind,2025-07-29,15461.01
1222,2607,9,Late Delivery,2024-01-29,19949.32
1223,3986,472,Missing Parts,2023-08-07,9884.9
1224,8935,390,Changed Mind,2023-01-30,8790.77
1225,5722,903,Changed Mind,2026-11-18,3234.39
1226,4543,459,Damaged,2026-10-11,12865.69
1227,20259,323,Defective,2024-09-13,21602.43
1228,18104,908,Wrong Item,2026-06-09,20996.46
1229,9530,439,Missing Parts,2024-09-20,18464.4
1230,12982,880,Wrong Item,2026-06-07,19424.96
1231,16271,450,Changed Mind,2024-03-18,18252.51
1232,10628,719,Late Delivery,2024-07-20,3312.82
1233,20115,649,Wrong Item,2025-03-28,4919.81
1234,12477,590,Missing Parts,2025-07-14,541.72
1235,12091,155,Defective,2026-10-18,18567.63
1236,21396,734,Wrong Item,2023-08-31,10747.57
1237,6494,173,Missing Parts,2026-08-27,22311.9
1238,15643,991,Changed Mind,2024-02-15,14374.06
1239,5715,219,Defective,2024-07-15,4028.67
1240,8740,321,Missing Parts,2023-10-10,10289.81
1241,6191,216,Defective,2025-01-31,2610.1
1242,14468,35,Wrong Item,2023-03-26,10234.83
1243,15435,382,Changed Mind,2023-02-14,21098.71
1244,5438,243,Late Delivery,2025-06-21,13633.13
1245,20098,437,Damaged,2026-08-14,23459.66
1246,7891,710,Missing Parts,2025-04-29,5336.14
1247,7986,639,Late Delivery,2024-02-11,22356.88
1248,568,789,Defective,2025-04-03,22756.44
1249,5986,843,Damaged,2026-06-26,9244.19
1250,18752,486,Missing Parts,2026-06-04,1781.38
1251,618,258,Defective,2025-07-26,20974.43
1252,9980,176,Defective,2026-10-25,2817.38
1253,10464,753,Defective,2026-02-01,12262.8
1254,17419,710,Missing Parts,2023-11-04,2337.42
1255,17344,961,Missing Parts,2024-08-02,23417.78
1256,7221,869,Changed Mind,2026-07-13,1100.93
1257,11762,35,Changed Mind,2023-01-29,6882.71
1258,11076,226,Defective,2026-01-26,4046.5
1259,6519,796,Defective,2026-08-14,9403.79
1260,21789,147,Changed Mind,2025-12-31,6739.42
1261,19731,478,Damaged,2025-11-28,8919.65
1262,6812,69,Late Delivery,2025-02-15,956.56
1263,20610,828,Missing Parts,2024-08-04,13497.48
1264,19484,121,Damaged,2025-03-17,14379.2
1265,134,617,Defective,2026-12-27,21444.11
1266,4553,869,Late Delivery,2026-03-06,5393.85
1267,17934,191,Wrong Item,2026-04-19,10784.48
1268,7649,758,Wrong Item,2025-01-18,21806.67
1269,22578,85,Defective,2023-06-15,10314.48
1270,2353,296,Changed Mind,2026-07-18,14216.05
1271,16783,781,Wrong Item,2023-09-18,8925.44
1272,11488,420,Wrong Item,2024-12-30,23787.14
1273,6667,580,Damaged,2026-11-29,16907.88
1274,14330,630,Wrong Item,2025-06-18,16819.72
1275,5079,509,Damaged,2023-12-22,24034.06
1276,24963,45,Missing Parts,2025-07-04,6971.6
1277,2359,113,Changed Mind,2024-07-30,4525.1
1278,21690,325,Wrong Item,2024-01-25,19736.46
1279,12370,345,Defective,2024-02-09,3662.3
1280,5412,249,Defective,2023-07-08,5040.93
1281,6682,846,Wrong Item,2026-12-11,6782.06
1282,3497,438,Missing Parts,2025-02-21,3738.94
1283,1426,410,Late Delivery,2024-11-06,22612.59
1284,2834,131,Damaged,2024-03-01,20334.57
1285,12289,56,Wrong Item,2025-10-03,5918.98
1286,12466,660,Changed Mind,2026-11-28,11614.16
1287,8027,670,Changed Mind,2024-03-04,16143.99
1288,2881,968,Changed Mind,2025-03-08,14128.68
1289,24738,904,Wrong Item,2023-01-15,2043.31
1290,15023,503,Changed Mind,2025-11-26,16537.58
1291,2836,534,Changed Mind,2024-03-18,7766.26
1292,15556,707,Defective,2026-09-29,13983.11
1293,13331,938,Missing Parts,2024-08-05,20708.9
1294,3175,121,Changed Mind,2025-07-28,17764.72
1295,6062,46,Missing Parts,2025-11-03,14734.19
1296,2136,647,Late Delivery,2025-07-23,17421.44
1297,8671,460,Defective,2026-04-25,18519.06
1298,23395,798,Late Delivery,2023-02-14,6852.87
1299,11838,158,Changed Mind,2024-11-29,6029.11
1300,14543,123,Damaged,2024-06-06,962.6
1301,10456,392,Missing Parts,2024-12-22,11793.29
1302,5883,60,Missing Parts,2026-06-14,7197.4
1303,21450,682,Damaged,2024-04-23,8931.06
1304,5970,208,Damaged,2026-07-04,6701.2
1305,20199,403,Changed Mind,2023-07-17,7913.48
1306,15984,611,Damaged,2023-05-25,18380.01
1307,7566,921,Missing Parts,2025-05-22,9445.79
1308,16259,584,Missing Parts,2023-09-12,12519.12
1309,5841,455,Damaged,2024-03-31,23267.93
1310,8516,203,Wrong Item,2025-01-24,6668.52
1311,16115,631,Missing Parts,2024-02-07,24052.43
1312,7214,498,Late Delivery,2026-11-03,5623.84
1313,21347,283,Late Delivery,2024-12-23,175.23
1314,16193,261,Damaged,2026-04-03,11737.11
1315,19162,605,Defective,2023-12-13,16557.28
1316,6035,977,Missing Parts,2023-05-25,13565.68
1317,19778,580,Changed Mind,2025-04-26,10051.47
1318,23472,283,Defective,2026-05-01,15873.65
1319,17974,282,Late Delivery,2025-07-02,13740.52
1320,15483,96,Missing Parts,2025-09-14,21402.27
1321,4451,237,Wrong Item,2026-06-26,3057.83
1322,12586,519,Changed Mind,2024-07-21,11406.81
1323,2348,116,Missing Parts,2023-04-16,21613.93
1324,11589,301,Changed Mind,2026-08-17,14141.88
1325,19319,697,Defective,2026-10-02,24274.28
1326,11802,962,Late Delivery,2023-07-01,8716.73
1327,11538,10,Defective,2023-02-23,3302.73
1328,3065,371,Changed Mind,2023-07-12,13057.13
1329,23460,488,Wrong Item,2026-06-22,8596.96
1330,4694,402,Damaged,2025-12-27,7718.9
1331,19304,13,Late Delivery,2025-09-05,1018.6
1332,23079,161,Wrong Item,2024-06-28,6144.71
1333,19171,810,Changed Mind,2024-06-17,13141.14
1334,10708,123,Late Delivery,2024-01-13,12645.34
1335,15574,178,Changed Mind,2023-08-24,3855.39
1336,13115,526,Defective,2026-08-06,14249.53
1337,23310,557,Wrong Item,2026-06-12,22318.92
1338,5100,613,Changed Mind,2025-08-03,23295.95
1339,15919,411,Missing Parts,2023-11-27,14030.93
1340,7042,285,Late Delivery,2026-09-15,18784.54
1341,14675,671,Late Delivery,2024-12-05,17395.07
1342,21153,400,Damaged,2025-12-16,15561.1
1343,5184,560,Damaged,2026-02-13,5390.11
1344,96,200,Defective,2026-07-28,21109.87
1345,23764,350,Changed Mind,2024-11-30,23533.96
1346,18166,869,Damaged,2023-06-13,4347.49
1347,21831,768,Missing Parts,2024-05-08,1746.84
1348,7117,270,Damaged,2023-10-05,13280.22
1349,6623,455,Changed Mind,2024-09-26,8567.28
1350,1253,196,Damaged,2026-10-10,2863.55
1351,19651,283,Wrong Item,2023-06-08,24598.37
1352,22894,789,Changed Mind,2025-10-05,10646.14
1353,15272,298,Wrong Item,2025-01-14,1381.33
1354,17593,121,Missing Parts,2024-01-24,4732.43
1355,1050,7,Wrong Item,2024-08-10,16440.37
1356,19949,961,Damaged,2026-12-24,10237.43
1357,1338,948,Wrong Item,2024-05-13,202.03
1358,6652,872,Missing Parts,2026-05-14,2505.29
1359,21131,716,Wrong Item,2025-02-13,4075.89
1360,12267,3,Missing Parts,2023-10-21,980.55
1361,2743,281,Changed Mind,2024-03-04,4756.5
1362,21621,958,Missing Parts,2024-10-15,20295.41
1363,20079,235,Damaged,2025-12-28,8458.39
1364,14403,451,Changed Mind,2026-05-17,10273.57
1365,4025,893,Missing Parts,2026-05-29,20393.91
1366,18216,198,Damaged,2025-03-02,14203.56
1367,15706,661,Missing Parts,2024-08-10,21900.65
1368,7824,481,Damaged,2023-08-08,8895.44
1369,3138,935,Changed Mind,2023-11-12,2348.6
1370,6626,63,Damaged,2025-12-28,23960.69
1371,1190,767,Defective,2023-10-18,10313.96
1372,1008,455,Defective,2026-05-11,3446.77
1373,19279,769,Missing Parts,2024-07-16,16900.57
1374,22709,826,Defective,2024-04-27,5234.32
1375,7562,753,Defective,2023-05-23,6114.26
1376,16639,373,Late Delivery,2023-08-28,19861.18
1377,11244,855,Wrong Item,2023-05-09,15202.47
1378,18373,867,Late Delivery,2026-04-25,8240.21
1379,5300,897,Late Delivery,2026-01-21,24840.24
1380,18806,564,Damaged,2026-03-09,2867.89
1381,8492,430,Changed Mind,2023-09-29,9835.09
1382,11903,350,Late Delivery,2026-02-10,11036.53
1383,8676,332,Missing Parts,2026-09-14,16809.61
1384,6053,647,Defective,2026-10-08,11565.05
1385,22988,376,Changed Mind,2023-11-02,11863.14
1386,14086,345,Missing Parts,2024-01-16,22073.02
1387,17414,144,Defective,2027-01-05,5146.76
1388,19024,241,Defective,2026-03-14,17664.12
1389,22497,146,Defective,2026-01-21,13796.5
1390,14718,360,Late Delivery,2026-08-16,16797.64
1391,15259,675,Late Delivery,2024-08-31,21621.76
1392,14462,507,Missing Parts,2024-08-24,20357.98
1393,14286,691,Missing Parts,2024-08-04,5298.49
1394,17836,669,Damaged,2026-01-07,1912.89
1395,24381,642,Defective,2024-02-17,10615.0
1396,1213,165,Damaged,2023-08-17,4637.74
1397,14753,754,Wrong Item,2026-11-16,23100.85
1398,1632,103,Damaged,2024-11-04,20001.25
1399,17769,51,Late Delivery,2024-04-21,17346.4
1400,15614,550,Missing Parts,2024-11-19,18639.69
1401,21558,670,Changed Mind,2026-09-04,24855.67
1402,22873,215,Missing Parts,2024-03-19,15642.64
1403,10284,531,Defective,2026-10-23,8269.85
1404,19746,394,Late Delivery,2023-06-27,21898.7
1405,12015,977,Damaged,2025-05-15,19364.59
1406,10919,73,Late Delivery,2024-09-30,14715.52
1407,4457,643,Late Delivery,2023-10-20,6465.15
1408,18709,546,Defective,2026-12-16,2934.11
1409,3612,565,Defective,2023-08-10,11764.37
1410,16426,385,Wrong Item,2023-08-04,21471.28
1411,4400,810,Wrong Item,2024-01-02,19372.98
1412,20444,318,Late Delivery,2026-07-26,4961.55
1413,7404,75,Damaged,2024-12-08,24941.28
1414,12067,397,Late Delivery,2023-03-29,8512.13
1415,14355,170,Damaged,2025-06-08,16848.78
1416,22276,831,Wrong Item,2023-09-11,20834.65
1417,24718,310,Damaged,2023-08-07,24827.24
1418,13769,107,Late Delivery,2025-06-27,2933.67
1419,11236,752,Late Delivery,2024-11-24,20778.25
1420,1189,971,Damaged,2025-01-12,10258.3
1421,6801,910,Missing Parts,2024-02-07,22227.32
1422,18911,747,Late Delivery,2026-10-04,14446.88
1423,2531,732,Defective,2026-09-21,16758.16
1424,9447,753,Defective,2023-07-06,13075.41
1425,17544,702,Wrong Item,2026-12-06,6087.96
1426,20410,472,Defective,2023-02-07,12478.68
1427,10782,224,Late Delivery,2025-05-23,22921.15
1428,18779,262,Changed Mind,2024-04-27,18591.85
1429,12303,485,Late Delivery,2023-09-05,16803.31
1430,22454,422,Defective,2024-08-22,21812.85
1431,2648,773,Damaged,2025-03-01,17816.49
1432,5405,499,Changed Mind,2023-09-25,16812.43
1433,22625,681,Late Delivery,2025-07-26,17191.37
1434,3341,898,Damaged,2024-08-19,10854.58
1435,3872,619,Changed Mind,2026-10-07,22001.16
1436,9960,79,Late Delivery,2026-12-10,13045.78
1437,3829,539,Late Delivery,2025-08-05,1247.91
1438,14219,72,Late Delivery,2023-01-27,9274.29
1439,15368,713,Wrong Item,2025-09-18,20039.07
1440,5479,202,Wrong Item,2023-04-13,21725.36
1441,24776,154,Wrong Item,2023-09-21,18978.84
1442,18901,384,Missing Parts,2024-07-16,15241.4
1443,20963,425,Wrong Item,2025-03-11,804.12
1444,8298,415,Missing Parts,2023-09-06,15409.97
1445,6213,982,Changed Mind,2026-08-07,17016.11
1446,18853,685,Wrong Item,2025-05-31,12261.03
1447,17648,399,Missing Parts,2023-07-20,6696.58
1448,15848,943,Missing Parts,2024-06-01,21176.6
1449,15311,625,Damaged,2026-10-26,14345.23
1450,11085,588,Wrong Item,2025-09-23,11973.31
1451,12706,842,Missing Parts,2025-10-18,3749.12
1452,3043,679,Missing Parts,2023-11-16,19279.6
1453,16675,69,Missing Parts,2024-08-07,21489.06
1454,4091,708,Missing Parts,2023-11-18,20653.68
1455,19267,357,Wrong Item,2026-01-13,17864.03
1456,191,904,Defective,2024-11-29,23073.57
1457,11368,395,Changed Mind,2023-05-05,16689.02
1458,20303,453,Missing Parts,2024-12-09,5113.73
1459,9196,109,Late Delivery,2024-03-28,3040.61
1460,2534,832,Damaged,2026-12-28,865.37
1461,24487,138,Changed Mind,2023-09-29,24059.45
1462,2758,596,Late Delivery,2023-06-04,19095.97
1463,21487,616,Defective,2024-10-03,8635.46
1464,15614,657,Late Delivery,2024-11-21,5303.26
1465,14669,7,Changed Mind,2024-01-10,2009.8
1466,19290,691,Defective,2024-06-18,20740.02
1467,14272,530,Defective,2023-02-26,5232.25
1468,12550,988,Late Delivery,2024-05-09,5354.78
1469,20561,868,Changed Mind,2024-07-18,11237.79
1470,12227,274,Changed Mind,2026-04-30,6399.77
1471,24484,902,Wrong Item,2025-03-01,6672.93
1472,17575,43,Late Delivery,2026-01-27,1464.61
1473,13300,798,Late Delivery,2024-05-23,8367.03
1474,16519,395,Late Delivery,2026-04-21,20852.9
1475,23672,574,Defective,2026-09-20,18093.2
1476,119,724,Defective,2024-11-26,15022.98
1477,19151,238,Changed Mind,2024-01-15,9381.99
1478,24874,57,Defective,2024-02-23,1751.84
1479,7969,788,Wrong Item,2025-07-19,8180.58
1480,6514,725,Late Delivery,2026-07-31,5567.05
1481,12059,706,Damaged,2024-08-22,11811.01
1482,19918,644,Wrong Item,2024-04-03,6851.43
1483,3154,704,Damaged,2026-08-22,20360.05
1484,1931,281,Changed Mind,2024-03-15,21030.53
1485,294,1000,Changed Mind,2024-01-25,14539.7
1486,15462,668,Wrong Item,2026-03-08,20694.19
1487,16343,476,Late Delivery,2024-08-13,24893.16
1488,17516,481,Defective,2026-01-06,14289.27
1489,15933,659,Damaged,2024-08-06,11168.15
1490,20740,486,Defective,2025-10-10,1971.43
1491,12014,942,Missing Parts,2024-03-27,4061.0
1492,4225,86,Damaged,2023-03-08,975.1
1493,21839,219,Wrong Item,2026-01-02,10279.43
1494,23,227,Changed Mind,2025-03-06,7316.31
1495,8185,212,Late Delivery,2024-04-24,21026.99
1496,23927,299,Defective,2026-04-14,5215.9
1497,6111,174,Late Delivery,2023-06-28,11651.85
1498,19305,280,Wrong Item,2026-01-04,3730.7
1499,1088,688,Missing Parts,2025-08-12,15501.62
1500,16963,294,Defective,2026-09-17,10446.13
1501,1900,260,Wrong Item,2026-03-07,189.54
1502,7698,336,Late Delivery,2023-03-07,7025.08
1503,12022,583,Damaged,2026-02-13,21359.8
1504,11886,440,Damaged,2026-11-01,2184.53
1505,5054,783,Changed Mind,2024-05-04,2317.23
1506,3763,611,Defective,2026-01-05,3582.97
1507,19109,472,Missing Parts,2025-05-09,23251.12
1508,9275,431,Defective,2024-01-05,15368.0
1509,3022,458,Missing Parts,2023-05-25,2233.11
1510,17569,810,Damaged,2025-06-14,13758.62
1511,1649,407,Changed Mind,2025-09-04,22652.46
1512,20485,133,Defective,2025-07-05,23593.47
1513,9573,547,Missing Parts,2026-07-27,7619.85
1514,14605,347,Changed Mind,2024-05-04,19652.86
1515,13802,81,Damaged,2025-05-28,5766.61
1516,23939,839,Wrong Item,2027-01-10,16505.92
1517,4678,716,Wrong Item,2026-03-12,2368.37
1518,15833,581,Defective,2025-09-11,12956.03
1519,18828,643,Missing Parts,2024-11-25,23081.61
1520,14238,322,Missing Parts,2023-09-06,23709.31
1521,11469,456,Late Delivery,2023-02-27,10634.07
1522,9066,403,Defective,2024-03-28,19097.42
1523,11608,451,Defective,2024-09-06,14025.21
1524,13126,605,Late Delivery,2023-08-20,2291.29
1525,1277,346,Late Delivery,2024-03-30,7255.58
1526,21997,487,Late Delivery,2024-10-12,1701.44
1527,13420,686,Changed Mind,2025-08-17,10432.25
1528,15851,435,Wrong Item,2024-04-26,5202.51
1529,5662,418,Changed Mind,2025-09-23,16046.32
1530,11737,132,Defective,2026-05-17,20377.0
1531,18843,19,Missing Parts,2025-01-10,1294.77
1532,15754,70,Late Delivery,2025-12-14,12005.82
1533,11262,729,Changed Mind,2026-05-30,8436.75
1534,11427,559,Wrong Item,2025-01-12,17167.18
1535,16931,820,Damaged,2026-04-24,16770.34
1536,8716,546,Defective,2024-02-04,129.36
1537,1781,881,Wrong Item,2024-02-26,17868.96
1538,16892,206,Missing Parts,2026-05-13,7646.02
1539,2655,550,Damaged,2025-06-11,7009.13
1540,8973,366,Changed Mind,2024-06-03,23177.84
1541,18581,918,Defective,2025-02-13,19504.17
1542,19304,610,Late Delivery,2025-09-02,19581.77
1543,11531,297,Late Delivery,2025-02-04,19086.84
1544,24278,530,Damaged,2023-11-18,9862.6
1545,2971,849,Missing Parts,2025-02-05,23958.13
1546,19724,406,Defective,2025-05-16,7966.3
1547,4271,52,Late Delivery,2025-04-30,8274.57
1548,5918,649,Damaged,2025-02-13,3921.32
1549,19731,865,Wrong Item,2025-11-28,2506.2
1550,6418,56,Defective,2026-04-10,16090.0
1551,18183,896,Late Delivery,2026-07-08,225.44
1552,231,956,Late Delivery,2026-02-23,12920.37
1553,18898,52,Missing Parts,2024-07-02,12979.5
1554,5934,695,Late Delivery,2024-09-08,19034.04
1555,13196,229,Late Delivery,2026-09-18,1248.28
1556,2957,30,Wrong Item,2024-06-28,24100.62
1557,10944,61,Wrong Item,2026-03-17,17637.3
1558,24571,30,Defective,2026-06-17,12123.92
1559,16813,939,Wrong Item,2025-05-07,3288.37
1560,6994,924,Wrong Item,2025-04-02,14149.06
1561,5228,316,Changed Mind,2026-09-15,18715.14
1562,24855,386,Damaged,2023-06-28,22326.7
1563,9588,567,Defective,2023-11-25,8863.68
1564,21922,269,Defective,2024-07-30,15439.09
1565,18871,113,Damaged,2024-02-21,9894.99
1566,23301,963,Damaged,2026-12-01,24646.67
1567,12825,288,Missing Parts,2024-06-01,11011.27
1568,19282,940,Changed Mind,2025-10-19,3894.82
1569,24509,119,Damaged,2026-08-26,20774.21
1570,15684,227,Defective,2024-02-25,10665.87
1571,21965,131,Defective,2023-12-21,20402.21
1572,16415,337,Wrong Item,2025-12-28,6550.2
1573,22213,339,Wrong Item,2023-11-03,22232.31
1574,21576,212,Damaged,2025-05-01,20518.88
1575,22067,121,Wrong Item,2026-08-14,15323.45
1576,9835,758,Wrong Item,2024-09-13,2628.03
1577,7011,143,Wrong Item,2023-11-17,6296.64
1578,12459,111,Missing Parts,2026-08-20,15668.52
1579,23262,317,Damaged,2023-02-28,20065.63
1580,13016,438,Wrong Item,2023-11-21,10578.17
1581,6936,429,Damaged,2026-04-29,6637.29
1582,5907,817,Late Delivery,2026-10-21,455.92
1583,14589,977,Defective,2026-04-09,1697.69
1584,24400,498,Damaged,2023-12-11,22470.93
1585,14233,303,Changed Mind,2024-05-15,9937.25
1586,21272,282,Late Delivery,2023-04-23,10153.81
1587,13640,258,Wrong Item,2023-11-26,13351.67
1588,16297,875,Damaged,2023-03-14,8678.38
1589,12957,860,Changed Mind,2024-10-29,4066.04
1590,1950,20,Defective,2026-09-21,20375.72
1591,6056,373,Damaged,2025-10-29,381.96
1592,3411,592,Late Delivery,2023-11-11,5636.79
1593,5561,884,Missing Parts,2023-09-09,19842.28
1594,1582,646,Wrong Item,2026-11-10,24207.22
1595,18548,324,Damaged,2023-10-19,22302.72
1596,21727,971,Changed Mind,2025-02-25,16731.8
1597,19677,787,Changed Mind,2024-02-12,7098.95
1598,12203,820,Wrong Item,2026-04-11,14593.31
1599,5624,411,Changed Mind,2025-06-02,6556.18
1600,10794,314,Missing Parts,2025-05-08,6320.3
1601,1450,931,Damaged,2023-04-14,7751.41
1602,22743,263,Damaged,2023-10-13,22430.21
1603,19474,504,Defective,2025-11-11,2855.39
1604,13883,560,Late Delivery,2024-07-10,12311.81
1605,21635,993,Damaged,2024-12-17,5168.74
1606,3498,608,Changed Mind,2025-02-06,12006.81
1607,6294,576,Defective,2023-06-29,9082.94
1608,8372,272,Wrong Item,2023-11-23,5203.08
1609,8914,384,Damaged,2025-10-26,9737.15
1610,6701,578,Damaged,2026-03-25,7604.46
1611,9692,972,Damaged,2023-09-17,22678.53
1612,18378,993,Late Delivery,2026-01-03,21569.97
1613,4251,812,Damaged,2023-02-15,22388.97
1614,23876,747,Changed Mind,2026-01-28,21960.38
1615,14694,390,Wrong Item,2025-01-26,8295.23
1616,23526,514,Wrong Item,2023-12-30,20299.44
1617,9893,646,Missing Parts,2025-09-07,21336.77
1618,18251,342,Wrong Item,2024-04-27,1752.78
1619,15271,653,Defective,2025-09-05,21313.18
1620,912,3,Damaged,2025-10-09,6575.92
1621,10143,160,Defective,2026-01-15,12556.33
1622,20394,564,Wrong Item,2023-11-13,7717.65
1623,4862,985,Missing Parts,2023-02-05,8607.14
1624,12334,668,Changed Mind,2024-04-10,6254.9
1625,5598,651,Late Delivery,2026-02-15,8140.3
1626,10645,992,Wrong Item,2026-02-13,13196.84
1627,12405,50,Missing Parts,2026-08-15,2535.54
1628,16413,328,Damaged,2024-11-19,18050.47
1629,23819,487,Changed Mind,2024-11-20,10885.66
1630,10252,796,Changed Mind,2025-10-11,16779.44
1631,13221,557,Damaged,2026-07-04,8246.71
1632,13074,45,Missing Parts,2023-01-18,6946.37
1633,6197,102,Changed Mind,2024-12-11,21137.01
1634,4140,934,Defective,2026-09-07,22185.02
1635,4083,498,Wrong Item,2023-07-27,1515.23
1636,2499,507,Missing Parts,2023-09-22,19744.35
1637,18268,910,Defective,2024-05-08,17279.22
1638,9230,848,Wrong Item,2024-09-23,9848.63
1639,20437,621,Changed Mind,2023-03-17,22091.98
1640,11739,914,Damaged,2025-10-22,1565.73
1641,11419,985,Changed Mind,2024-07-18,12869.89
1642,5762,4,Defective,2025-10-23,21523.05
1643,9029,165,Wrong Item,2026-09-01,24233.2
1644,5296,381,Defective,2025-06-03,13682.85
1645,24249,882,Wrong Item,2023-03-20,10646.86
1646,14149,949,Wrong Item,2025-07-26,727.42
