SessionID,CustomerID,VisitDate,Device,TrafficSource,SessionDuration_Min,PagesViewed,Purchased
4070,129,2026-10-09,Mobile,Organic,20.24,15,No
4071,4518,2023-06-29,Desktop,Instagram,22.54,2,No
4072,2320,2023-04-07,Desktop,Google Ads,31.87,12,No
4073,4022,2026-10-10,Mobile,Instagram,37.11,7,No
4074,2363,2026-08-12,Tablet,Email,16.91,1,No
4075,3728,2025-08-21,Tablet,Direct,2.77,11,No
4076,1691,2025-01-18,Desktop,Referral,11.67,1,No
4077,1726,2025-12-23,Tablet,Email,8.29,1,No
4078,3427,2025-09-07,Desktop,Referral,14.38,13,No
4079,3651,2025-06-07,Mobile,Instagram,16.7,3,No
4080,3954,2025-07-10,Tablet,Direct,43.22,1,No
4081,765,2023-02-08,Desktop,Email,34.95,9,No
4082,3607,2026-08-27,Mobile,Instagram,16.17,9,No
4083,144,2023-07-31,Desktop,Google Ads,12.65,8,No
4084,1860,2025-08-09,Desktop,Instagram,18.03,7,No
4085,2703,2023-02-01,Desktop,Instagram,18.0,11,No
4086,1295,2024-06-20,Tablet,Referral,2.14,2,No
4087,3295,2024-01-23,Desktop,Google Ads,30.17,14,No
4088,1345,2025-09-21,Desktop,Organic,1.85,7,No
4089,4404,2023-09-29,Tablet,Direct,15.09,14,No
4090,1801,2023-12-23,Desktop,Direct,2.25,11,No
4091,3209,2025-06-12,Mobile,Instagram,24.66,15,No
4092,1888,2025-06-20,Mobile,Organic,15.97,4,No
4093,879,2024-12-01,Mobile,Facebook,39.02,12,No
4094,411,2024-02-08,Tablet,Google Ads,35.57,11,Yes
4095,134,2026-08-23,Desktop,Instagram,11.81,3,No
4096,2832,2024-09-23,Mobile,Referral,8.75,2,No
4097,4956,2023-11-08,Desktop,Direct,38.05,10,No
4098,4379,2023-05-24,Mobile,Direct,10.34,10,Yes
4099,1063,2026-12-18,Mobile,Organic,26.99,8,No
4100,2182,2023-05-23,Mobile,Email,28.77,6,No
4101,1394,2023-09-29,Tablet,Referral,17.74,13,No
4102,1641,2023-09-04,Desktop,Referral,8.72,2,No
4103,1005,2025-10-20,Desktop,Referral,8.13,8,No
4104,4383,2023-07-20,Mobile,Facebook,16.55,12,No
4105,2856,2024-09-09,Desktop,Organic,0.96,8,No
4106,3799,2025-05-13,Desktop,Email,22.82,14,No
4107,911,2026-07-17,Desktop,Google Ads,29.59,9,No
4108,2119,2026-04-09,Desktop,Organic,14.29,12,No
4109,3765,2023-06-29,Desktop,Direct,43.73,7,No
4110,897,2024-07-09,Tablet,Instagram,23.14,1,No
4111,939,2024-08-15,Desktop,Direct,33.95,14,No
4112,1169,2024-03-04,Desktop,Direct,42.11,3,No
4113,2289,2024-10-26,Desktop,Referral,27.74,10,No
4114,1348,2026-10-26,Tablet,Organic,7.49,1,No
4115,2757,2023-10-21,Mobile,Instagram,36.86,10,No
4116,4951,2024-10-21,Mobile,Referral,23.78,15,No
4117,4840,2025-10-05,Desktop,Instagram,6.51,12,No
4118,1968,2025-05-26,Mobile,Google Ads,4.75,11,No
4119,4463,2026-04-07,Mobile,Google Ads,36.19,13,No
4120,2207,2024-07-10,Desktop,Direct,4.41,15,Yes
4121,3653,2023-02-02,Desktop,Google Ads,13.97,10,No
4122,1652,2024-04-02,Tablet,Organic,22.23,12,No
4123,361,2024-07-04,Mobile,Instagram,0.62,10,Yes
4124,4533,2023-03-04,Mobile,Referral,4.99,6,No
4125,4877,2026-01-27,Tablet,Referral,34.87,13,No
4126,2106,2026-11-03,Tablet,Email,39.59,12,No
4127,3628,2024-04-23,Mobile,Facebook,24.6,15,Yes
4128,742,2025-08-24,Tablet,Instagram,30.28,7,No
4129,4644,2026-08-05,Tablet,Google Ads,12.48,11,No
4130,4073,2024-02-26,Mobile,Facebook,20.31,2,No
4131,2634,2026-11-30,Mobile,Instagram,17.89,11,Yes
4132,486,2024-05-07,Mobile,Referral,23.86,1,No
4133,3697,2023-07-04,Desktop,Google Ads,33.87,10,No
4134,2833,2023-04-03,Mobile,Facebook,16.28,3,No
4135,3751,2026-11-20,Mobile,Direct,8.14,15,No
4136,3953,2026-06-09,Tablet,Organic,13.55,1,No
4137,4525,2026-08-06,Mobile,Instagram,4.09,4,No
4138,926,2025-08-03,Tablet,Email,36.37,2,No
4139,4272,2026-03-28,Desktop,Email,25.03,3,No
4140,3247,2025-07-08,Desktop,Email,2.17,1,No
4141,3073,2023-11-15,Tablet,Organic,10.24,11,No
4142,2798,2025-12-25,Desktop,Organic,33.2,8,No
4143,4362,2024-01-03,Desktop,Facebook,30.13,15,No
4144,4294,2024-06-17,Tablet,Direct,36.23,2,No
4145,4521,2025-11-11,Tablet,Email,9.95,14,No
4146,2011,2025-09-01,Tablet,Facebook,40.31,3,No
4147,2050,2026-03-24,Desktop,Referral,21.06,14,No
4148,309,2024-03-23,Desktop,Email,32.0,9,No
4149,186,2026-03-17,Tablet,Organic,6.61,6,No
4150,1666,2025-07-03,Tablet,Email,28.33,11,Yes
4151,4359,2024-08-16,Tablet,Organic,36.63,3,No
4152,2422,2023-02-27,Mobile,Instagram,19.16,3,No
4153,3299,2023-01-17,Desktop,Organic,5.09,10,No
4154,1912,2024-10-30,Mobile,Direct,18.81,10,No
4155,4641,2023-06-22,Desktop,Direct,6.72,9,No
4156,2949,2026-01-02,Tablet,Direct,15.82,4,No
4157,4480,2023-12-25,Tablet,Direct,25.63,6,Yes
4158,2842,2024-12-15,Tablet,Referral,12.69,2,No
4159,4895,2023-05-02,Tablet,Organic,17.43,9,No
4160,2103,2025-08-18,Desktop,Google Ads,32.97,2,Yes
4161,2244,2026-12-06,Desktop,Google Ads,9.67,12,No
4162,2436,2026-09-19,Desktop,Referral,40.75,5,No
4163,1278,2024-01-06,Tablet,Organic,5.74,14,No
4164,2883,2025-12-14,Tablet,Direct,4.29,14,No
4165,833,2024-02-20,Mobile,Instagram,3.92,4,No
4166,3814,2025-12-15,Desktop,Facebook,7.98,6,No
4167,4456,2026-05-29,Mobile,Facebook,34.59,14,Yes
4168,4345,2024-01-29,Mobile,Instagram,39.56,10,No
4169,2210,2024-12-29,Tablet,Email,14.83,6,No
4170,4473,2024-10-13,Tablet,Referral,24.42,14,No
4171,2279,2025-06-07,Mobile,Instagram,36.54,12,Yes
4172,1246,2024-05-16,Mobile,Organic,42.78,11,No
4173,3732,2023-04-08,Desktop,Referral,6.12,12,No
4174,1562,2025-03-22,Mobile,Organic,35.56,3,No
4175,2074,2026-06-21,Mobile,Direct,40.51,6,No
4176,1719,2024-06-06,Desktop,Referral,11.39,5,No
4177,3018,2025-05-18,Desktop,Referral,10.56,3,No
4178,995,2023-10-06,Desktop,Google Ads,31.73,1,No
4179,4671,2025-08-20,Tablet,Email,2.4,8,No
4180,2530,2026-01-10,Mobile,Referral,16.86,13,No
4181,823,2024-01-12,Tablet,Instagram,13.88,13,No
4182,4953,2024-03-14,Mobile,Organic,5.82,7,No
4183,152,2025-03-14,Desktop,Direct,5.01,5,No
4184,1762,2023-08-09,Tablet,Direct,22.54,1,No
4185,3828,2023-04-18,Tablet,Google Ads,11.84,5,No
4186,3330,2026-07-18,Tablet,Organic,34.4,6,No
4187,3591,2023-06-08,Tablet,Referral,13.65,4,No
4188,4595,2025-04-18,Mobile,Direct,2.88,2,Yes
4189,4563,2024-07-16,Mobile,Direct,16.65,5,Yes
4190,4309,2023-10-31,Desktop,Google Ads,36.95,7,No
4191,3983,2026-09-15,Tablet,Instagram,21.77,7,No
4192,473,2023-10-03,Tablet,Facebook,21.44,6,No
4193,4330,2023-07-02,Desktop,Referral,27.9,1,No
4194,2538,2026-05-28,Mobile,Referral,35.32,12,No
4195,4688,2023-04-27,Mobile,Instagram,13.79,2,No
4196,3231,2025-08-23,Tablet,Referral,22.58,12,No
4197,1136,2025-11-24,Mobile,Instagram,18.05,6,No
4198,3036,2023-03-04,Desktop,Facebook,39.14,1,No
4199,2136,2026-02-02,Desktop,Google Ads,2.06,5,Yes
4200,1920,2023-01-25,Desktop,Direct,24.55,10,No
4201,2933,2023-10-22,Desktop,Google Ads,27.81,1,Yes
4202,3629,2023-07-04,Tablet,Referral,26.53,11,Yes
4203,77,2025-09-17,Desktop,Google Ads,22.55,7,Yes
4204,3774,2025-02-06,Mobile,Google Ads,28.26,6,No
4205,4829,2024-12-07,Tablet,Instagram,19.2,11,No
4206,4484,2023-06-07,Tablet,Direct,37.62,9,No
4207,1969,2024-10-01,Mobile,Google Ads,12.23,2,No
4208,3310,2026-09-12,Mobile,Email,25.68,4,No
4209,3072,2024-06-14,Tablet,Email,38.7,7,No
4210,231,2024-03-22,Tablet,Google Ads,5.22,3,No
4211,1429,2026-04-28,Mobile,Organic,8.84,5,Yes
4212,1367,2026-01-29,Mobile,Instagram,20.77,11,No
4213,1146,2023-02-23,Desktop,Google Ads,26.26,14,No
4214,2714,2023-02-19,Mobile,Organic,29.04,6,No
4215,2995,2026-08-23,Mobile,Instagram,17.81,9,No
4216,1848,2024-02-28,Mobile,Instagram,8.43,11,No
4217,569,2023-09-27,Mobile,Referral,44.23,5,No
4218,1203,2023-05-15,Tablet,Direct,14.23,10,No
4219,961,2024-01-22,Tablet,Email,15.54,15,No
4220,1145,2024-06-22,Desktop,Referral,14.41,6,No
4221,1370,2025-02-27,Tablet,Referral,25.65,11,No
4222,3012,2026-02-15,Tablet,Referral,3.85,9,Yes
4223,1140,2024-07-16,Tablet,Direct,37.31,5,No
4224,1275,2025-01-09,Mobile,Google Ads,18.83,1,No
4225,1822,2023-08-26,Tablet,Organic,36.3,2,No
4226,4882,2025-01-16,Desktop,Direct,28.8,3,No
4227,1585,2024-02-17,Tablet,Referral,39.49,11,Yes
4228,1571,2026-07-15,Mobile,Organic,23.55,3,No
4229,579,2023-02-14,Mobile,Email,15.94,1,No
4230,1396,2023-12-31,Desktop,Email,9.63,11,No
4231,886,2026-07-01,Tablet,Direct,11.76,11,Yes
4232,1620,2023-04-03,Tablet,Facebook,30.38,10,No
4233,2058,2024-06-07,Tablet,Direct,15.24,15,No
4234,1494,2024-12-21,Tablet,Referral,22.8,15,No
4235,4451,2025-12-21,Desktop,Facebook,20.09,4,No
4236,2683,2025-05-29,Tablet,Organic,3.29,9,No
4237,4756,2025-08-02,Tablet,Facebook,21.2,12,No
4238,2832,2023-11-14,Desktop,Email,21.63,6,Yes
4239,1687,2023-06-09,Mobile,Organic,24.46,7,No
4240,920,2023-06-09,Desktop,Referral,19.26,6,No
4241,2076,2025-03-31,Desktop,Facebook,8.02,10,No
4242,4002,2024-04-28,Desktop,Email,19.66,5,Yes
4243,4586,2024-11-13,Desktop,Organic,6.79,7,No
4244,4390,2025-10-28,Desktop,Organic,31.56,11,No
4245,2720,2024-01-30,Mobile,Instagram,13.85,2,No
4246,4029,2023-06-01,Mobile,Google Ads,17.77,9,Yes
4247,2827,2024-07-26,Mobile,Google Ads,11.21,4,No
4248,2741,2024-06-18,Tablet,Organic,37.69,3,No
4249,3108,2023-09-15,Tablet,Google Ads,7.54,5,Yes
4250,3867,2026-04-16,Tablet,Instagram,31.46,14,No
4251,462,2024-06-03,Mobile,Instagram,28.11,10,No
4252,4932,2023-01-18,Mobile,Organic,30.12,4,No
4253,4936,2026-08-07,Desktop,Google Ads,8.64,13,No
4254,4781,2024-10-02,Mobile,Instagram,23.19,7,No
4255,323,2023-06-21,Desktop,Google Ads,14.35,12,Yes
4256,4714,2025-08-03,Desktop,Direct,31.71,8,No
4257,3651,2026-05-10,Desktop,Email,2.93,13,No
4258,4292,2025-02-28,Tablet,Referral,18.57,13,No
4259,2251,2026-10-24,Desktop,Referral,38.4,13,No
4260,4727,2025-03-10,Mobile,Facebook,6.82,14,No
4261,393,2025-10-24,Desktop,Instagram,37.9,10,No
4262,2543,2024-02-12,Tablet,Organic,6.14,15,No
4263,2410,2023-08-06,Tablet,Referral,11.62,10,Yes
4264,2020,2023-09-22,Desktop,Google Ads,33.17,12,No
4265,4823,2026-07-31,Desktop,Facebook,33.8,14,No
4266,2834,2026-05-05,Desktop,Instagram,17.77,13,Yes
4267,1317,2026-01-09,Mobile,Facebook,44.19,8,No
4268,1491,2026-03-26,Tablet,Organic,5.64,12,Yes
4269,898,2024-05-09,Tablet,Facebook,6.49,15,No
4270,2098,2023-02-18,Tablet,Google Ads,32.94,1,No
4271,4903,2025-07-03,Mobile,Email,23.92,11,No
4272,516,2025-09-30,Tablet,Direct,11.12,15,Yes
4273,1998,2023-01-08,Mobile,Google Ads,35.48,2,Yes
4274,809,2024-05-20,Desktop,Email,0.91,8,Yes
4275,3354,2024-12-10,Mobile,Email,14.03,13,No
4276,2049,2024-08-08,Tablet,Organic,9.26,10,No
4277,3074,2024-11-26,Tablet,Referral,20.94,15,No
4278,741,2024-05-26,Tablet,Email,44.15,14,No
4279,4569,2023-01-07,Tablet,Google Ads,13.55,13,No
4280,999,2023-08-07,Tablet,Google Ads,11.0,3,No
4281,3445,2023-06-25,Tablet,Facebook,39.42,7,No
4282,3454,2023-06-27,Tablet,Direct,23.45,1,No
4283,4871,2024-01-19,Desktop,Google Ads,9.43,4,No
4284,2046,2026-01-28,Desktop,Email,9.31,12,No
4285,367,2023-06-01,Tablet,Referral,21.29,9,No
4286,1791,2025-09-21,Mobile,Referral,18.91,5,No
4287,2727,2024-10-13,Desktop,Facebook,25.27,11,No
4288,4960,2024-06-02,Mobile,Direct,33.1,15,Yes
4289,3186,2025-01-14,Tablet,Instagram,29.73,7,No
4290,4723,2023-11-11,Tablet,Email,41.57,8,No
4291,3313,2023-03-07,Mobile,Instagram,29.05,6,No
4292,4569,2023-08-18,Mobile,Email,22.44,6,Yes
4293,2303,2025-04-19,Tablet,Direct,20.0,14,No
4294,3911,2023-10-24,Desktop,Organic,15.16,7,No
4295,3709,2025-08-10,Desktop,Instagram,22.73,9,No
4296,1464,2026-09-02,Tablet,Organic,31.55,14,Yes
4297,980,2024-12-14,Desktop,Organic,34.68,4,No
4298,2261,2026-12-13,Desktop,Referral,8.74,4,No
4299,4375,2025-11-30,Tablet,Direct,31.25,2,No
4300,4306,2023-08-21,Mobile,Referral,2.25,10,No
4301,543,2026-01-02,Tablet,Facebook,39.88,10,Yes
4302,2404,2024-01-04,Mobile,Direct,5.37,7,No
4303,2687,2026-07-01,Desktop,Referral,30.04,9,No
4304,1048,2025-03-02,Desktop,Instagram,36.19,4,No
4305,113,2026-05-30,Mobile,Google Ads,6.22,7,No
4306,3523,2024-05-09,Tablet,Facebook,5.41,6,Yes
4307,419,2024-01-26,Desktop,Referral,27.52,14,Yes
4308,1407,2025-10-21,Tablet,Referral,32.18,1,Yes
4309,1563,2026-09-02,Desktop,Referral,42.37,14,Yes
4310,1604,2025-12-07,Tablet,Instagram,29.55,8,No
4311,3473,2026-05-25,Mobile,Google Ads,13.82,2,No
4312,2620,2024-05-05,Mobile,Organic,39.31,9,No
4313,2921,2024-01-19,Desktop,Facebook,29.07,14,No
4314,1187,2023-08-27,Tablet,Instagram,15.77,6,No
4315,1382,2026-11-27,Mobile,Email,21.15,14,No
4316,2207,2024-05-19,Tablet,Facebook,18.5,13,No
4317,938,2026-04-05,Tablet,Organic,11.82,13,No
4318,4653,2024-09-02,Mobile,Facebook,44.2,11,No
4319,3982,2026-10-11,Desktop,Instagram,15.82,2,No
4320,2540,2023-08-06,Desktop,Organic,3.87,1,Yes
4321,4886,2024-07-17,Desktop,Facebook,25.38,2,No
4322,2375,2025-07-16,Mobile,Facebook,31.77,6,No
4323,3497,2026-06-28,Tablet,Referral,0.54,13,Yes
4324,4516,2023-11-13,Tablet,Email,37.67,6,No
4325,3265,2023-02-18,Tablet,Google Ads,33.52,11,No
4326,471,2024-11-10,Desktop,Email,37.37,14,No
4327,378,2024-09-07,Desktop,Instagram,35.1,15,No
4328,2844,2026-02-04,Tablet,Organic,3.73,3,No
4329,1198,2025-05-09,Mobile,Email,31.81,14,No
4330,4723,2026-02-02,Tablet,Email,14.51,12,No
4331,4829,2024-10-21,Tablet,Email,31.38,9,No
4332,3103,2024-09-10,Mobile,Referral,34.95,5,No
4333,3386,2024-10-02,Desktop,Facebook,42.21,15,No
4334,109,2023-08-30,Tablet,Facebook,30.46,10,No
4335,4699,2023-01-04,Desktop,Instagram,2.89,11,Yes
4336,3059,2026-07-24,Tablet,Organic,36.15,13,No
4337,2090,2024-01-27,Tablet,Email,42.71,9,Yes
4338,4338,2025-07-02,Mobile,Google Ads,8.63,13,No
4339,1315,2024-11-10,Desktop,Referral,6.3,3,No
4340,1120,2023-09-04,Mobile,Direct,43.48,12,No
4341,2205,2024-12-26,Tablet,Organic,13.48,1,No
4342,751,2023-09-28,Desktop,Referral,35.74,8,No
4343,2268,2026-10-17,Desktop,Facebook,26.06,4,No
4344,3001,2023-12-02,Mobile,Referral,24.88,8,Yes
4345,1488,2024-04-25,Desktop,Instagram,22.78,11,No
4346,747,2025-12-18,Tablet,Instagram,5.84,9,No
4347,1015,2024-02-13,Mobile,Direct,14.77,5,No
4348,2298,2025-05-17,Desktop,Facebook,18.36,1,Yes
4349,1803,2025-07-27,Mobile,Direct,39.0,10,No
4350,1969,2025-11-06,Mobile,Direct,6.91,11,Yes
4351,1065,2025-03-02,Tablet,Instagram,23.55,3,No
4352,386,2024-02-07,Tablet,Direct,10.0,13,No
4353,3728,2023-12-05,Tablet,Organic,1.46,10,Yes
4354,2615,2023-06-08,Mobile,Referral,22.02,12,No
4355,49,2023-01-28,Tablet,Email,27.58,4,Yes
4356,2559,2024-10-15,Tablet,Facebook,5.9,4,No
4357,4780,2025-12-25,Tablet,Google Ads,22.95,4,No
4358,3835,2023-04-22,Desktop,Referral,26.59,9,No
4359,3716,2024-06-14,Desktop,Email,1.41,6,No
4360,2241,2024-03-24,Mobile,Email,18.48,14,Yes
4361,2941,2026-11-13,Tablet,Facebook,22.29,10,Yes
4362,1999,2024-06-16,Mobile,Direct,18.4,3,No
4363,2056,2023-06-19,Mobile,Direct,33.02,3,No
4364,3156,2025-09-27,Mobile,Direct,32.26,12,No
4365,1123,2023-11-13,Tablet,Instagram,29.12,15,No
4366,3152,2026-12-17,Desktop,Referral,14.55,2,No
4367,1180,2023-05-06,Mobile,Direct,23.97,9,No
4368,1543,2023-12-11,Tablet,Direct,26.43,9,No
4369,1665,2024-10-25,Tablet,Facebook,12.18,3,No
4370,1704,2025-08-18,Mobile,Facebook,43.69,12,Yes
4371,4275,2025-07-13,Tablet,Email,42.28,2,No
4372,693,2024-11-09,Mobile,Email,27.75,15,No
4373,1492,2026-01-04,Mobile,Email,15.28,7,Yes
4374,4143,2026-01-14,Tablet,Instagram,18.44,3,No
4375,2083,2026-02-27,Mobile,Facebook,20.52,14,No
4376,4185,2025-06-22,Mobile,Email,19.97,3,No
4377,1676,2024-10-21,Desktop,Google Ads,18.84,12,No
4378,568,2024-03-22,Mobile,Organic,3.93,1,No
4379,1754,2024-03-30,Desktop,Facebook,9.28,8,No
4380,3155,2026-01-01,Mobile,Google Ads,16.06,10,No
4381,270,2023-07-07,Desktop,Google Ads,41.66,5,No
4382,1703,2024-08-20,Desktop,Google Ads,13.74,1,No
4383,2924,2026-10-27,Mobile,Email,35.12,1,Yes
4384,470,2023-02-15,Desktop,Google Ads,36.44,14,No
4385,2186,2023-02-24,Tablet,Email,18.88,9,No
4386,3587,2026-09-04,Tablet,Organic,10.4,2,No
4387,3796,2023-02-18,Mobile,Facebook,40.17,4,No
4388,998,2024-02-20,Desktop,Direct,5.55,6,Yes
4389,2893,2025-03-04,Tablet,Facebook,44.32,9,No
4390,770,2023-05-18,Desktop,Instagram,40.58,2,No
4391,4050,2023-10-11,Desktop,Email,6.09,5,No
4392,1982,2023-04-01,Tablet,Direct,6.21,13,No
4393,2670,2026-12-02,Desktop,Google Ads,32.93,3,No
4394,210,2025-06-03,Tablet,Facebook,27.15,8,No
4395,1530,2023-06-17,Desktop,Instagram,8.33,4,Yes
4396,1791,2026-01-02,Mobile,Instagram,7.26,14,No
4397,3250,2025-06-25,Tablet,Google Ads,22.66,13,No
4398,630,2025-01-03,Mobile,Referral,18.23,8,No
4399,2309,2024-01-16,Desktop,Google Ads,27.28,3,No
4400,3144,2023-08-12,Tablet,Direct,38.85,2,No
4401,3817,2026-09-26,Tablet,Instagram,37.93,10,No
4402,1146,2025-06-01,Tablet,Organic,28.6,1,Yes
4403,2302,2025-02-18,Tablet,Instagram,29.44,6,No
4404,2132,2023-08-08,Tablet,Google Ads,14.31,15,No
4405,1860,2026-06-21,Tablet,Referral,31.81,4,No
4406,776,2023-10-31,Desktop,Organic,34.69,2,No
4407,885,2023-04-17,Mobile,Referral,5.53,14,No
4408,685,2024-02-28,Tablet,Google Ads,34.74,14,No
4409,3118,2024-12-30,Desktop,Email,19.66,2,No
4410,561,2025-07-28,Tablet,Facebook,21.32,2,No
4411,2355,2025-07-29,Tablet,Facebook,22.99,15,No
4412,1878,2026-12-30,Mobile,Referral,17.2,5,No
4413,2830,2023-06-03,Tablet,Organic,20.05,2,No
4414,382,2026-07-02,Tablet,Direct,26.31,13,No
4415,2609,2023-12-03,Tablet,Facebook,24.48,14,No
4416,3535,2025-10-28,Desktop,Google Ads,21.48,14,No
4417,660,2024-08-29,Mobile,Direct,36.8,8,No
4418,1413,2026-03-15,Mobile,Facebook,41.49,7,No
4419,4748,2023-11-24,Tablet,Instagram,29.32,6,No
4420,95,2023-11-27,Desktop,Referral,3.56,1,No
4421,3707,2024-05-06,Tablet,Facebook,43.3,2,No
4422,1005,2023-10-28,Mobile,Google Ads,40.83,5,Yes
4423,4723,2024-01-14,Mobile,Direct,21.01,14,Yes
4424,961,2026-11-02,Desktop,Google Ads,34.03,9,Yes
4425,2219,2026-08-18,Tablet,Google Ads,16.28,6,No
4426,4295,2025-07-29,Tablet,Google Ads,38.09,1,No
4427,3189,2025-08-13,Tablet,Instagram,17.17,15,No
4428,951,2026-12-31,Tablet,Google Ads,31.64,10,No
4429,3754,2026-12-20,Desktop,Organic,33.98,7,No
4430,599,2024-01-25,Tablet,Organic,13.17,6,Yes
4431,2167,2024-03-19,Tablet,Google Ads,28.34,12,No
4432,2001,2026-04-11,Mobile,Organic,9.85,9,No
4433,2460,2026-12-23,Tablet,Google Ads,10.91,15,No
4434,596,2023-06-15,Mobile,Google Ads,41.6,7,Yes
4435,666,2026-12-06,Mobile,Instagram,39.09,11,No
4436,2399,2024-05-31,Mobile,Email,8.61,15,No
4437,1246,2025-08-05,Desktop,Instagram,12.17,12,Yes
4438,358,2023-10-23,Mobile,Facebook,8.85,5,No
4439,2431,2025-07-10,Tablet,Google Ads,0.62,14,No
4440,787,2026-03-27,Desktop,Facebook,13.23,15,No
4441,1416,2026-05-16,Tablet,Facebook,19.21,1,No
4442,822,2026-05-19,Tablet,Direct,3.25,1,No
4443,1056,2025-11-09,Tablet,Referral,42.1,9,No
4444,3744,2023-02-14,Mobile,Direct,33.21,6,No
4445,1597,2026-02-10,Mobile,Email,26.03,13,Yes
4446,2962,2023-09-29,Desktop,Google Ads,34.7,8,Yes
4447,1798,2023-01-28,Tablet,Google Ads,20.87,12,No
4448,157,2026-08-15,Desktop,Google Ads,38.0,13,No
4449,3951,2025-01-02,Desktop,Google Ads,35.66,5,No
4450,2548,2023-06-06,Mobile,Facebook,43.74,3,No
4451,306,2026-04-23,Mobile,Instagram,18.49,13,No
4452,3017,2023-12-29,Desktop,Direct,39.63,15,No
4453,4614,2026-09-29,Mobile,Instagram,21.48,10,Yes
4454,2170,2023-03-28,Tablet,Organic,35.54,14,No
4455,364,2024-10-18,Mobile,Organic,24.15,8,No
4456,4394,2026-02-07,Tablet,Facebook,15.74,6,No
4457,3902,2025-11-06,Desktop,Google Ads,4.81,8,No
4458,3310,2024-05-25,Desktop,Direct,21.25,15,No
4459,2116,2024-10-29,Tablet,Email,13.08,9,No
4460,3813,2025-09-24,Desktop,Direct,12.93,3,No
4461,4479,2024-06-24,Desktop,Instagram,24.29,8,No
4462,214,2026-12-05,Desktop,Email,15.68,7,No
4463,4918,2026-01-08,Desktop,Referral,43.19,11,No
4464,4230,2025-01-20,Desktop,Google Ads,25.07,2,No
4465,371,2025-11-27,Tablet,Direct,8.16,7,No
4466,236,2024-01-08,Mobile,Referral,9.15,15,No
4467,4574,2024-01-22,Tablet,Referral,19.51,12,No
4468,1922,2026-06-30,Desktop,Direct,38.92,10,No
4469,2953,2024-04-11,Tablet,Instagram,32.72,8,Yes
4470,983,2026-08-28,Tablet,Direct,0.58,13,Yes
4471,4938,2024-08-16,Desktop,Facebook,16.1,2,No
4472,3891,2026-02-21,Desktop,Email,11.84,14,No
4473,586,2026-09-06,Tablet,Email,14.95,5,No
4474,961,2023-10-22,Tablet,Instagram,16.35,15,No
4475,3863,2024-07-22,Desktop,Google Ads,30.85,3,Yes
4476,4351,2023-04-21,Desktop,Organic,34.49,8,No
4477,1608,2025-03-05,Tablet,Organic,26.54,1,No
4478,1476,2024-01-22,Desktop,Instagram,33.11,6,No
4479,649,2025-06-11,Desktop,Instagram,12.78,11,No
4480,4694,2024-02-18,Tablet,Facebook,21.52,9,Yes
4481,2158,2023-01-18,Mobile,Organic,29.21,6,No
4482,627,2023-07-29,Tablet,Referral,28.84,13,Yes
4483,3636,2023-11-09,Mobile,Direct,5.55,6,No
4484,2768,2025-11-18,Desktop,Facebook,15.17,9,No
4485,3744,2023-01-01,Tablet,Instagram,20.88,15,No
4486,86,2023-02-17,Desktop,Referral,23.12,3,No
4487,917,2024-07-29,Desktop,Direct,12.37,10,No
4488,1023,2023-01-14,Tablet,Referral,29.47,10,No
4489,736,2026-01-01,Tablet,Facebook,13.19,13,Yes
4490,2148,2024-02-28,Mobile,Instagram,12.14,15,No
4491,593,2025-09-21,Desktop,Google Ads,23.72,5,No
4492,2173,2023-12-16,Mobile,Referral,18.91,1,No
4493,3821,2024-05-26,Desktop,Google Ads,17.13,1,No
4494,2258,2026-02-24,Mobile,Referral,29.66,11,No
4495,2953,2023-09-27,Desktop,Direct,21.66,7,Yes
4496,2179,2026-05-27,Mobile,Facebook,34.56,15,No
4497,2985,2026-04-08,Desktop,Referral,37.02,14,No
4498,279,2025-10-20,Tablet,Email,20.94,6,No
4499,2566,2024-10-03,Mobile,Instagram,15.46,2,No
4500,4796,2024-11-02,Mobile,Direct,6.91,7,No
4501,585,2025-09-17,Tablet,Google Ads,25.21,15,No
4502,43,2024-08-29,Tablet,Instagram,8.84,7,No
4503,34,2025-01-07,Tablet,Facebook,27.75,2,No
4504,3903,2024-07-13,Desktop,Instagram,28.08,10,No
4505,4871,2024-05-06,Mobile,Facebook,15.72,2,No
4506,2604,2023-06-22,Desktop,Instagram,21.0,2,No
4507,3590,2023-02-13,Desktop,Google Ads,6.99,3,No
4508,1807,2024-12-10,Desktop,Organic,4.94,2,No
4509,4767,2024-11-28,Tablet,Google Ads,26.38,8,Yes
4510,323,2026-01-21,Mobile,Referral,42.31,6,No
4511,4098,2024-06-15,Desktop,Instagram,22.19,7,Yes
4512,842,2023-09-05,Tablet,Email,12.35,1,No
4513,1742,2025-10-19,Mobile,Google Ads,18.01,12,No
4514,1209,2025-05-19,Mobile,Email,38.09,2,No
4515,313,2024-09-05,Mobile,Facebook,5.95,5,No
4516,4744,2025-10-13,Tablet,Organic,9.61,10,No
4517,2286,2026-05-07,Mobile,Referral,4.07,12,Yes
4518,569,2025-01-14,Tablet,Email,9.48,11,No
4519,3073,2023-03-09,Tablet,Referral,44.02,3,Yes
4520,1085,2024-12-10,Mobile,Referral,9.54,11,No
4521,4973,2023-02-16,Desktop,Google Ads,9.7,10,No
4522,302,2024-08-27,Tablet,Instagram,38.77,7,No
4523,4725,2025-01-28,Desktop,Direct,28.66,7,No
4524,4070,2025-10-11,Desktop,Instagram,21.04,8,No
