ProductID,ProductName,CategoryID,SupplierID,Brand,CostPrice,SellingPrice,LaunchDate,Rating,Status
592,IFB Air Purifier,4,54,IFB,27174.46,37776.15,2/23/2024,3.6,Active
593,Urban Ladder Bookshelf,2,26,Urban Ladder,780.79,1203.45,11/6/2025,3.7,Active
594,Nestle Organic Honey,6,97,Nestle,29950.36,42476.97,6/12/2025,3.6,Active
595,Hasbro Action Figure,18,11,Hasbro,44338.83,60028.79,12/28/2024,4.1,Active
596,Funskool Puzzle Set,18,177,Funskool,48946.11,55658.85,10/7/2024,4.7,Active
597,Tata Olive Oil,6,195,Tata,19975.72,24632.38,4/11/2022,4.3,Active
598,Lakme Shampoo,14,48,Lakme,2777.47,4340.15,8/17/2024,3.4,Active
599,Lakme Face Wash,5,29,Lakme,43524.76,53785.83,6/4/2022,3.3,Active
600,Lenovo Inspiron Laptop,1,192,Lenovo,51948.95,64310.08,2/20/2023,3.3,Active
601,HarperCollins Power BI Guide,17,97,HarperCollins,4619.43,5174.83,10/12/2022,3.4,Active
602,Adidas Running Shoes,12,35,Adidas,8880.94,13111.96,4/8/2025,3.4,Active
603,IKEA Bookshelf,2,156,IKEA,49205.12,77115.97,11/7/2021,4.4,Active
604,McGraw Hill SQL Cookbook,17,163,McGraw Hill,33377.04,43745.15,2/15/2025,4.3,Active
605,McGraw Hill SQL Cookbook,17,94,McGraw Hill,14098.54,21379.39,6/1/2028,4.1,Active
606,Nivia Football,16,107,Nivia,24632.15,30037.26,6/5/2022,3.5,Active
607,Nestle Basmati Rice,6,147,Nestle,730.77,1006.14,3/19/2023,4.7,Active
608,Bosch Air Purifier,4,94,Bosch,50445.49,74741.2,6/29/2023,3.9,Active
609,Mamaearth Perfume,5,161,Mamaearth,9290.8,13598.42,1/1/2022,4,Active
610,Puma Running Shoes,3,9,Puma,44234.55,50305.15,3/11/2024,3.9,Active
611,Acer Mechanical Keyboard,10,24,Acer,38161.19,50480.9,9/8/2022,3.4,Active
612,JBL iPhone 15 Pro,19,158,JBL,24373.23,37027.06,1/2/2022,3.8,Active
613,Nivea Face Wash,5,4,Nivea,37167.87,46806.56,4/22/2025,4.6,Active
614,Lakme Body Lotion,14,103,Lakme,3139,4125.89,5/13/2023,3.7,Active
615,Apple Galaxy S24 Ultra,19,71,Apple,41830.36,61122.71,1/18/2023,4.6,Active
616,IKEA Coffee Table,11,32,IKEA,400.37,499.15,11/30/2024,4.9,
617,Bosch Microwave Oven,4,128,Bosch,30746.83,24597.46,6/19/2025,3.5,Active
618,Sony Gaming Mouse,19,193,Sony,2509.77,3019.34,1/7/2022,4.7,Active
619,Lakme Shampoo,5,101,Lakme,30117.84,38008.07,7/23/2021,4.4,Active
620,McGraw Hill Power BI Guide,8,197,McGraw Hill,23654.47,35249.18,7/12/2021,4.5,Active
621,Lego Puzzle Set,18,151,Lego,4708.29,6096.67,1/26/2021,4.4,Active
622,Tata Green Tea,15,183,Tata,38552.73,61040.25,5/24/2022,3.5,Active
623,Acer Galaxy S24 Ultra,19,36,Acer,59757,84930.1,3/15/2023,4.7,Active
624,HarperCollins Power BI Guide,8,128,HarperCollins,7199.39,11401.98,8/4/2024,3.5,Active
625,Penguin Statistics Essentials,8,12,Penguin,25773.25,39012.6,2/17/2025,3.7,Active
626,L'Oréal Perfume,5,69,L'Oréal,2626.87,3160.76,11/22/2024,3.2,Active
627,Adidas Hoodie,12,42,Adidas,8501.35,11611.56,6/30/2025,4.9,Active
628,Yonex Badminton Racket,16,23,Yonex,25129.88,40072.6,7/1/2022,5,Active
629,Acer OLED TV,10,115,Acer,1911.82,2448.27,2/18/2025,4.8,active
630,Samsung Mechanical Keyboard,19,59,Samsung,1137.07,1284.09,3/31/2025,4.6,
631,Whirlpool Air Fryer,4,11,Whirlpool,21723.88,27524.4,1/6/2021,4.6,Active
632,Tata Basmati Rice,15,112,Tata,12622.52,15088.35,7/25/2025,4.7,active
633,Bosch Microwave Oven,4,195,Bosch,8941.51,13310.25,3/13/2022,4.6,Active
634,Nestle Green Tea,6,116,Nestle,43638.26,68937.8,6/6/2024,4.2,active
635,Durian Wardrobe,20,145,Durian,18828.46,29801.24,11/6/2022,3.4,Active
636,Penguin Python for Data Analysis,8,177,Penguin,40171.54,44634.49,1/7/2021,3.7,Active
637,Penguin SQL Cookbook,8,95,Penguin,37461.83,45784.46,10/15/2024,5,Active
638,Wilson Football,7,110,Wilson,47861.65,66282.38,9/2/2022,4.6,Active
639,Whirlpool Mixer Grinder,13,76,Whirlpool,17089.69,24178.99,5/7/2021,3.9,Active
640,IKEA Study Table,2,104,IKEA,44700.77,58182.35,12/6/2021,4.8,Active
641,Lenovo Gaming Mouse,19,15,Lenovo,49232.59,67543.07,8/20/2025,4.3,Inactive
642,L'Oréal Face Wash,5,88,L'Oréal,23403.95,26788.93,3/24/2021,4.1,Active
643,Mamaearth Body Lotion,5,90,Mamaearth,13596.54,15491.16,9/19/2024,4.3,Active
644,Cosco Football,7,113,Cosco,23759.57,28967.5,12/12/2023,3.8,Active
645,Havells Air Purifier,13,191,Havells,23836.54,30730.77,4/29/2023,4,Active
646,Amul Green Tea,6,70,Amul,38576.92,46483.62,1/17/2024,4,Active
647,Levi's Formal Shirt,12,122,Levi's,820.79,979.51,3/7/2025,4.8,Active
648,Hasbro Building Blocks,18,29,Hasbro,38849.98,61334.16,10/20/2021,4.7,Active
649,Asus Inspiron Laptop,19,133,Asus,49856.15,68365.22,11/17/2025,3.9,Active
650,Dell Inspiron Laptop,1,133,Dell,2635.59,3086.06,2/24/2025,3.7,Active
651,Whirlpool Air Fryer,13,119,Whirlpool,18781.43,27345.93,2/9/2025,3.3,Active
652,Penguin SQL Cookbook,8,80,Penguin,15609.8,21252.15,4/8/2021,4.7,Active
653,IFB Air Purifier,4,30,IFB,56582.39,89498.7,7/31/2025,3.5,Active
654,IKEA Dining Table,2,80,IKEA,38160.7,55874.61,1/13/2025,5,Active
655,Nilkamal Coffee Table,11,97,Nilkamal,10226.55,11429.77,12/14/2023,4.7,Active
656,Aashirvaad Olive Oil,15,123,Aashirvaad,27780.79,36495.07,11/15/2024,4.9,Active
657,Nike Running Shoes,3,54,Nike,4650.74,6406.41,5/23/2023,4.3,Active
658,Puma Sneakers,12,44,Puma,30876.48,43187.76,2/1/2022,4,
659,Nivia Badminton Racket,16,79,Nivia,39439.51,48547.1,4/1/2023,4.2,Active
660,L'Oréal Lipstick,14,130,L'Oréal,25641.55,33841.79,2/14/2021,3.3,Active
661,Nilkamal Study Table,11,170,Nilkamal,56446.5,88524.44,10/21/2021,4.1,Active
662,Wilson Yoga Mat,16,98,Wilson,38855.25,49836.41,8/5/2024,4.5,Active
663,Havells Microwave Oven,13,52,Havells,966,1249.44,2/12/2025,4.6,Active
664,Adidas Running Shoes,3,156,Adidas,3025.64,3633.55,6/28/2023,3.4,Active
665,IFB Mixer Grinder,13,179,IFB,12331.09,15839.71,4/28/2021,4.1,Active
666,Samsung Galaxy S24 Ultra,10,157,Samsung,53720.01,61970.77,10/23/2021,4.2,Active
667,Mamaearth Face Wash,5,170,Mamaearth,32741.54,37057.87,5/31/2024,3.6,Active
668,IFB Microwave Oven,4,135,IFB,39241.95,54629.17,6/6/2024,4.1,Active
669,Havells Vacuum Cleaner,13,82,Havells,52493.48,69356.34,6/28/2022,4.3,Active
670,IKEA Coffee Table,11,63,IKEA,6564.02,7650.77,8/31/2025,3.4,Active
671,LG Smart Watch,19,188,LG,612.67,490.14,11/6/2022,4.9,Active
672,Dell Bluetooth Speaker,1,182,Dell,27854.78,40434.19,8/24/2021,3.9,Active
673,Urban Ladder Office Chair,2,38,Urban Ladder,41935.19,66098.82,8/11/2023,4.3,Active
674,Nilkamal Bookshelf,2,106,Nilkamal,39585.3,63056.66,3/15/2025,4.9,Active
675,IKEA Office Chair,20,25,IKEA,34686.67,51476.8,1/21/2025,3.8,Active
676,Yonex Badminton Racket,16,160,Yonex,52881.83,59758.12,8/11/2024,3.6,ACTIVE
677,Lakme Face Wash,14,198,Lakme,50404.53,79660.17,10/5/2024,4.3,Active
678,HarperCollins SQL Cookbook,17,9,HarperCollins,24007.29,27903.69,2/12/2021,3.8,Active
679,Hasbro Remote Control Car,9,152,Hasbro,619.89,881.13,8/4/2023,3.5,Active
680,HarperCollins SQL Cookbook,17,90,HarperCollins,41529.7,57851.9,10/26/2025,4.7,Active
681,Puma Hoodie,12,141,Puma,43087.75,51195.14,5/31/2023,4.6,Active
682,Wilson Football,16,78,Wilson,33783.68,27026.94,10/21/2025,3.3,Active
683,Philips Vacuum Cleaner,4,116,Philips,58601.66,84918.64,12/27/2022,4.6,Active
684,Adidas Sports Jacket,12,158,Adidas,1752.23,2779.09,5/7/2023,3.5,ACTIVE
685,Allen Solly Slim Fit Jeans,3,81,Allen Solly,39742.31,59483.49,1/14/2021,4.7,Active
686,LG Smart Watch,10,98,LG,41550.38,50507.39,10/11/2023,4,Active
687,Lenovo OLED TV,19,33,Lenovo,17249.43,23926.77,12/17/2022,4.2,Active
688,Mamaearth Face Wash,5,138,Mamaearth,544.56,749.61,7/1/2025,4.5,Active
689,Aashirvaad Green Tea,6,67,Aashirvaad,22149.15,34941.08,9/2/2023,3.3,Active
690,HarperCollins Python for Data Analysis,17,92,HarperCollins,57528.92,79349.09,1/9/2022,3.6,Active
691,McGraw Hill SQL Cookbook,8,148,McGraw Hill,52428.1,69561.44,6/23/2023,4.7,Active
692,Lego Remote Control Car,9,86,Lego,4559.52,7064.29,6/4/2021,3.6,Active
693,Tata Organic Honey,15,144,Tata,40076.4,54697.36,3/18/2022,3.6,Active
694,Lego Action Figure,9,49,Lego,58191.64,66785.55,10/15/2023,4.3,Active
695,IFB Air Purifier,13,172,IFB,16869.56,26734.78,5/12/2021,3.3,Active
696,Yonex Cricket Bat,7,186,Yonex,27626.13,35190.86,7/27/2023,4.5,Active
697,Funskool Building Blocks,9,84,Funskool,23061.64,36661.13,2/6/2023,3.9,Active
698,Asus Mechanical Keyboard,10,134,Asus,6923.12,9920.21,2/18/2023,4.1,Active
699,Godrej Dining Table,20,147,Godrej,13193.84,14923.74,4/15/2022,4.9,Active
700,Havells Air Fryer,13,153,Havells,25661.37,28613.48,3/9/2024,3.5,Active
701,Urban Ladder Bookshelf,11,120,Urban Ladder,22253.39,24743.53,7/10/2025,4.7,Active
702,HarperCollins Python for Data Analysis,8,41,HarperCollins,41164.93,64255.07,2/19/2024,4.9,Active
703,Lego Action Figure,9,158,Lego,47552.39,53172.29,11/19/2021,3.4,Active
704,Cosco Football,7,84,Cosco,32821.67,50945.25,7/24/2023,4.2,Active
705,Maybelline Perfume,14,95,Maybelline,34833.88,47285.13,3/11/2024,5.8,Active
706,Nestle Green Tea,15,153,Nestle,15115.06,17206.46,4/21/2023,3.7,Active
707,Allen Solly Formal Shirt,12,121,Allen Solly,33869.02,48549.14,6/29/2022,3.5,Active
708,Bosch Vacuum Cleaner,13,80,Bosch,37036.81,47461.47,9/5/2025,4.3,Active
709,Urban Ladder Bookshelf,2,28,Urban Ladder,7380.85,9928.89,9/28/2025,3.6,Active
710,Apple Galaxy S24 Ultra,1,100,Apple,27164.19,31918.54,5/20/2022,4.3,Active
711,Nike Running Shoes,3,67,Nike,25917.31,28641.29,5/4/2021,4.6,Active
712,Yonex Badminton Racket,7,178,Yonex,15888.82,20348.04,11/14/2023,3.5,Active
713,Puma Hoodie,3,39,Puma,8004.39,9074.93,6/28/2024,3.4,Active
714,Urban Ladder Office Chair,20,66,Urban Ladder,38671.53,60170.19,10/29/2025,0,Active
715,Aashirvaad Olive Oil,6,84,Aashirvaad,48785.53,72714.9,6/19/2022,3.6,Active
716,Philips Microwave Oven,13,2,Philips,5800.56,9113.82,10/20/2023,4.7,active
717,L'Oréal Body Lotion,5,185,L'Oréal,4205.21,5085.07,1/25/2024,4.4,Active
718,Aashirvaad Olive Oil,6,23,Aashirvaad,3329.14,5020.06,2/15/2022,3.9,Active
719,Lenovo Inspiron Laptop,19,132,Lenovo,13744.61,15894.13,9/26/2022,4.7,Active
720,Wilson Badminton Racket,16,93,Wilson,1362.62,2122.9,7/18/2024,3.5,Active
721,Hasbro Action Figure,9,116,Hasbro,56807.7,64664.91,9/10/2024,4.1,Active
722,Philips Microwave Oven,13,129,Philips,45317.18,67326.15,5/11/2021,3.6,Active
723,Durian Study Table,20,143,Durian,10007.54,11287.3,2/4/2021,4.2,Active
724,McGraw Hill SQL Cookbook,17,13,McGraw Hill,58753.73,66186.1,9/28/2023,4.6,Active
725,Puma Running Shoes,3,76,Puma,7881.81,10567.52,3/26/2024,4,Active
726,IFB Mixer Grinder,4,28,IFB,49661.65,60259.52,8/19/2025,4.9,Active
727,Urban Ladder Study Table,20,156,Urban Ladder,44574.28,50060.35,11/8/2025,4.8,Active
728,Apple Galaxy S24 Ultra,1,120,Apple,46843.12,53887.58,5/22/2022,3.3,Active
729,Philips Vacuum Cleaner,4,50,Philips,9777.1,13046.01,11/13/2023,4.5,Active
730,Wilson Yoga Mat,7,53,Wilson,41195.65,54942.06,3/4/2022,3.7,Active
731,Samsung iPhone 15 Pro,10,80,Samsung,24969.15,36014.53,4/25/2022,3.3,Active
732,Penguin Statistics Essentials,8,165,Penguin,17370.62,27551.47,11/5/2024,4.3,Active
733,Cosco Badminton Racket,7,64,Cosco,19353.98,21401.42,8/20/2023,5,Active
734,Godrej Dining Table,20,183,Godrej,37689.03,51461.02,11/21/2024,3.9,Active
735,Asus Inspiron Laptop,19,11,Asus,23552.56,28042.05,8/9/2024,5,Active
736,Adidas Running Shoes,12,7,Adidas,57506.93,84907.08,2/25/2024,4.2,Active
737,Durian Coffee Table,2,125,Durian,6381.26,7370.95,5/22/2022,4.4,Active
738,Amul Organic Honey,15,62,Amul,30285.17,44221.72,9/25/2022,3.6,Active
739,IKEA Wardrobe,11,47,IKEA,20770.11,32749.85,9/24/2025,4.7,Active
740,McGraw Hill Python for Data Analysis,17,20,McGraw Hill,10074.89,13001.41,4/24/2022,4.8,Active
741,Funskool Building Blocks,9,13,Funskool,27452.2,40050.18,3/10/2025,3.7,Active
742,Nilkamal Wardrobe,20,80,Nilkamal,49442.2,77676.92,7/9/2023,3.6,Active
743,JBL Inspiron Laptop,10,39,JBL,48840.25,74249.3,7/14/2023,4.9,Active
744,Hasbro Puzzle Set,9,155,Hasbro,58385.68,66091.49,11/20/2023,4.2,Active
745,Hasbro Remote Control Car,9,166,Hasbro,57213.59,45770.87,3/21/2023,4,Active
746,Penguin SQL Cookbook,8,73,Penguin,46040.46,70965.83,2/1/2028,4.5,Active
747,Aashirvaad Almonds,15,133,Aashirvaad,45500.27,60200.27,10/20/2025,3.7,Active
748,Amul Organic Honey,15,47,Amul,54518.44,66290.35,11/22/2022,3.8,Active
749,Allen Solly Sports Jacket,3,194,Allen Solly,15592.35,20204.08,8/8/2025,3.9,Active
750,Allen Solly Sneakers,3,34,Allen Solly,57302.57,77102.91,1/3/2023,3.4,Active
751,Puma Sneakers,3,41,Puma,17773.72,24296.19,7/7/2022,4,Active
752,Lego Action Figure,9,20,Lego,19141.1,21190.35,1/11/2021,3.9,Active
753,Nivea Perfume,5,24,Nivea,17675.55,20241.36,7/6/2021,4,Active
754,Philips Air Purifier,4,121,Philips,9434.98,13541.07,9/11/2021,4.1,Active
755,Lego Puzzle Set,9,97,Lego,20194.62,22568.97,5/22/2023,4.2,Active
756,HP iPhone 15 Pro,10,178,HP,27560.17,31170.78,6/9/2024,4.7,Active
757,Cosco Football,7,66,Cosco,26590.04,31854.65,11/14/2024,3.3,Active
758,Nestle Olive Oil,15,184,Nestle,56351.5,70939.11,2/17/2021,4.5,Active
759,Nilkamal Dining Table,20,194,Nilkamal,54746.7,69126.97,3/6/2023,3.8,Active
760,Nivea Lipstick,14,83,Nivea,7053.62,10802.55,4/12/2021,4.9,Active
761,McGraw Hill Statistics Essentials,17,114,McGraw Hill,2923.46,3876.43,6/4/2024,3.2,Active
762,IKEA Wardrobe,20,6,IKEA,46116.18,56641.09,1/24/2021,4.9,Active
763,L'Oréal Perfume,5,103,L'Oréal,13934.82,20508.34,6/17/2025,5,Active
764,Mamaearth Body Lotion,14,76,Mamaearth,1595,2443.18,9/19/2022,4.9,Active
765,Acer Smart Watch,10,67,Acer,7788.26,11989.74,12/23/2023,4.2,Active
766,Funskool Action Figure,9,196,Funskool,22509.48,27815.69,7/25/2023,4.1,Active
767,Lakme Perfume,5,55,Lakme,33854.85,48896.43,6/21/2025,3.6,Active
768,IFB Vacuum Cleaner,4,105,IFB,1879.42,2947.64,1/4/2025,3.3,ACTIVE
769,Hasbro Action Figure,18,180,Hasbro,3689.85,5485.02,1/4/2025,4.3,Active
770,Whirlpool Vacuum Cleaner,13,59,Whirlpool,4347.9,6441.66,5/11/2021,4.1,Active
771,Amul Almonds,15,166,Amul,33695.79,44542.68,7/3/2023,4,Active
772,Yonex Yoga Mat,7,89,Yonex,46655.2,58190.61,1/22/2025,3.3,Active
773,Urban Ladder Office Chair,11,21,Urban Ladder,28132.61,32330,6/22/2021,4,Actve
774,Levi's Hoodie,3,19,Levi's,21285.42,31667.08,6/17/2022,4.7,Active
775,Puma Formal Shirt,12,164,Puma,43722.35,67915.26,6/28/2025,4.2,Active
776,Wilson Badminton Racket,7,9,Wilson,34322.03,37772.23,4/12/2024,3.4,Active
777,Nestle Green Tea,15,178,Nestle,59664.84,84127.83,9/17/2024,3.8,Active
778,Nilkamal Dining Table,11,147,Nilkamal,37296.94,56217.25,7/16/2021,4.5,Active
779,Van Heusen Running Shoes,3,127,Van Heusen,7258.87,9529.7,12/19/2021,3.6,Active
780,Penguin Power BI Guide,8,130,Penguin,54165.01,79850.76,3/20/2021,3.9,Active
781,Funskool Action Figure,9,191,Funskool,1657.48,2448.53,3/24/2024,5,Active
782,Wilson Cricket Bat,7,82,Wilson,5557.09,6242.04,5/5/2021,4.1,Active
783,Funskool Puzzle Set,9,175,Funskool,4497.89,5011.97,8/31/2024,4.7,Active
784,Durian Dining Table,2,135,Durian,2505.96,3808.66,3/6/2022,4.8,
785,LG Gaming Mouse,1,123,LG,9968.6,12485.87,1/12/2022,3.3,Active
786,IKEA Study Table,20,48,IKEA,33444.65,48377.7,1/30/2022,4,Active
787,Aashirvaad Organic Honey,15,123,Aashirvaad,53421.9,75369.23,7/2/2022,3.7,Active
788,Lego Puzzle Set,9,59,Lego,48798.78,54342.23,12/24/2023,3.3,Active
789,Tata Organic Honey,15,130,Tata,20590.99,26660.08,9/27/2022,3.5,Active
790,Nilkamal Bookshelf,20,2,Nilkamal,8705.81,9641.48,12/22/2023,3.3,Active
791,Godrej Coffee Table,20,189,Godrej,46848.78,67463.97,8/16/2024,3.4,Active
792,Wilson Football,16,23,Wilson,36508.28,54008.51,6/4/2025,3.9,Active
793,Funskool Puzzle Set,9,14,Funskool,50584.36,57791.9,2/14/2021,3.4,Active
794,Puma Running Shoes,12,73,Puma,26746.37,29807.69,9/18/2021,3.7,Active
795,Fortune Organic Honey,6,2,Fortune,11353.95,14416.95,9/6/2022,3.5,Active
796,Nivia Football,16,40,Nivia,50399.63,76718.92,11/22/2021,4.4,Active
797,Mamaearth Face Wash,14,150,Mamaearth,30494.22,37277.47,12/15/2024,4.3,Active
798,IKEA Coffee Table,11,128,IKEA,19311.19,28381.25,2/4/2025,4.4,Active
799,L'Oréal Perfume,14,85,L'Oréal,43973.85,55097.55,7/28/2022,4.1,Active
800,IFB Microwave Oven,4,146,IFB,13814.32,19573.02,4/4/2024,3.8,Active
801,HarperCollins Power BI Guide,17,23,HarperCollins,21639.81,24204.39,8/17/2023,3.6,Active
802,Bosch Air Fryer,4,70,Bosch,2549.19,3143.09,3/18/2023,4.7,Active
803,Lakme Shampoo,5,137,Lakme,22819.29,18255.43,6/19/2025,3.9,Active
804,Godrej Bookshelf,2,13,Godrej,53645.18,61371.47,5/21/2024,4.5,Active
805,Mamaearth Lipstick,5,147,Mamaearth,36498.17,40914.56,6/1/2025,3.8,Active
806,Maybelline Perfume,5,59,Maybelline,37643.26,46186.8,4/24/2022,4.2,Active
807,Wilson Football,16,74,Wilson,43005.51,48992.78,3/17/2022,4.3,Active
808,McGraw Hill Python for Data Analysis,17,30,McGraw Hill,51853.95,41483.16,5/13/2023,4.1,Active
809,Nike Sneakers,3,177,Nike,57483.94,68947.09,6/5/2022,3.3,Active
810,Nivea Face Wash,14,90,Nivea,56716.35,72770.76,4/15/2021,4.2,Active
811,Nestle Basmati Rice,15,47,Nestle,13480.46,21295.81,7/8/2022,4.7,Active
812,Asus Noise Cancelling Headphones,19,124,Asus,56302.28,68204.49,11/30/2021,4.9,Active
813,Tata Almonds,6,108,Tata,40617.06,61883.24,5/19/2021,3.4,Active
814,Funskool Building Blocks,18,49,Funskool,57630.27,82690.43,1/17/2023,4.5,Active
815,Hasbro Remote Control Car,18,32,Hasbro,52625.03,68555.04,12/14/2023,3.6,Active
816,Cosco Badminton Racket,7,25,Cosco,39503.32,45080.75,4/10/2025,3.6,Active
817,Lakme Shampoo,5,30,Lakme,43222.04,67991.84,4/24/2021,3.3,Active
818,Lego Remote Control Car,9,193,Lego,17749.69,27457.86,6/22/2022,4.6,Active
819,Wilson Cricket Bat,16,89,Wilson,44662.94,54976.58,2/2/2025,3.8,
820,Nestle Olive Oil,15,7,Nestle,29799.76,42113.97,3/27/2024,4.1,Active
821,McGraw Hill Statistics Essentials,8,136,McGraw Hill,17546.78,24281.22,7/6/2024,4.5,Active
822,Tata Green Tea,6,190,Tata,35392.97,54070.15,6/3/2021,3.4,Active
823,HP Inspiron Laptop,19,131,HP,33715.43,45544.93,1/10/2021,4.5,Active
824,JBL Galaxy S24 Ultra,10,38,JBL,43051.34,64874.75,5/18/2021,5,Active
825,HP Noise Cancelling Headphones,19,22,HP,24549.63,19639.7,11/16/2024,4.7,Active
826,Wilson Yoga Mat,16,61,Wilson,12926.56,17129,2/28/2022,3.6,Active
827,IFB Mixer Grinder,4,49,IFB,46487.2,65584.86,5/10/2024,4.6,Active
828,Lego Puzzle Set,9,59,Lego,11972.09,17196.43,3/28/2022,4.4,Active
829,Amul Green Tea,15,98,Amul,29793.39,36303.34,1/13/2022,3.3,Active
830,Nilkamal Coffee Table,2,90,Nilkamal,11380.34,16032.15,3/15/2025,4.2,Active
831,Nivia Football,16,194,Nivia,16323.15,21081.18,1/23/2024,4.3,Active
832,Havells Air Fryer,13,120,Havells,21222.54,26364.51,4/28/2021,3.9,Active
833,JBL Smart Watch,1,73,JBL,38185.25,60429.31,1/20/2022,4,Active
834,Philips Air Fryer,13,96,Philips,15481.39,20510.21,9/2/2024,4,Active
835,Philips Air Fryer,4,137,Philips,39292.81,61853.64,5/1/2021,3.9,Active
836,IKEA Wardrobe,11,18,IKEA,1781.89,1425.51,6/23/2025,4.9,Active
837,Lego Building Blocks,18,189,Lego,38742.82,55356.93,5/24/2021,4.5,Active
838,IFB Mixer Grinder,13,25,IFB,18371.77,20599.85,11/28/2022,4.6,Active
839,Lego Remote Control Car,9,33,Lego,37123.96,58970.83,12/9/2021,4.1,Active
840,Apple Bluetooth Speaker,1,21,Apple,39815.83,47451.21,11/4/2021,4.9,Active
841,Maybelline Shampoo,5,130,Maybelline,27602.26,38952.46,6/17/2021,3.9,Active
842,Nivea Body Lotion,14,164,Nivea,34559.12,51192.94,12/22/2024,4.8,Active
843,Maybelline Shampoo,14,190,Maybelline,34072.12,43869.33,8/15/2023,4.3,Active
844,Funskool Remote Control Car,18,132,Funskool,19025.33,29579.05,7/7/2024,3.3,Active
845,Hasbro Action Figure,9,35,Hasbro,26082.02,29924.6,10/8/2022,4.7,Active
846,Acer Inspiron Laptop,1,156,Acer,2309.85,3525.56,6/3/2021,3.5,Active
847,HP OLED TV,1,122,HP,50962.87,66392.65,2/6/2025,3.7,Active
848,Urban Ladder Study Table,11,50,Urban Ladder,30242.52,44662.86,8/23/2021,3.7,Active
849,HarperCollins SQL Cookbook,8,81,HarperCollins,4092.83,6197.84,1/8/2021,3.7,Active
850,Van Heusen Hoodie,3,151,Van Heusen,21325.83,17060.66,5/27/2021,4.7,Active
851,Levi's Slim Fit Jeans,3,30,Levi's,1386,2056.4,5/1/2024,4.1,Active
852,Urban Ladder Coffee Table,2,149,Urban Ladder,49509.58,63091.29,7/17/2021,4.7,Active
853,Bosch Mixer Grinder,4,174,Bosch,46014.26,70496.96,10/18/2021,4.9,Active
854,Godrej Bookshelf,11,73,Godrej,52479.15,83272.23,11/27/2025,4.3,Active
855,HarperCollins SQL Cookbook,17,73,HarperCollins,48277.39,71643.39,7/8/2022,3.8,Active
856,HP OLED TV,10,178,HP,49820.49,64760.25,2/14/2022,3.9,Actve
857,Havells Microwave Oven,4,134,Havells,32747.56,48894.77,6/2/2022,4.9,Active
858,Amul Olive Oil,15,61,Amul,56200.36,80957.48,9/19/2023,3.7,Active
859,Amul Green Tea,6,192,Amul,38724.27,60072.62,7/9/2023,3.9,Active
860,Funskool Action Figure,9,20,Funskool,59800.48,75736.16,12/18/2024,4.9,Active
861,Yonex Cricket Bat,16,28,Yonex,4205.97,4820.7,7/23/2022,4.7,Active
862,Lenovo Mechanical Keyboard,1,79,Lenovo,4208.65,4880.93,9/29/2025,4.1,
863,Amul Basmati Rice,6,155,Amul,18967.03,28214.36,4/15/2025,3.6,Active
864,HarperCollins Power BI Guide,17,78,HarperCollins,16526.81,22966.95,1/10/2025,4.5,Active
865,Nivea Body Lotion,14,94,Nivea,33198.96,38264.01,6/30/2023,3.6,Active
866,Havells Mixer Grinder,13,199,Havells,29468,23574.4,3/1/2028,3.6,Active
867,Aashirvaad Almonds,15,100,Aashirvaad,43304.28,66222.55,5/23/2023,4,Inactive
868,Penguin SQL Cookbook,8,81,Penguin,51112.57,56526.38,10/9/2021,3.3,Active
869,Mamaearth Lipstick,5,90,Mamaearth,32252.89,51380.43,11/26/2022,4.3,Active
870,Nilkamal Office Chair,2,143,Nilkamal,46215.7,53892.88,12/21/2021,3.6,Active
871,Tata Green Tea,6,150,Tata,36435.03,29148.02,6/26/2022,4,Active
872,Yonex Cricket Bat,7,138,Yonex,45155.17,59622.25,12/24/2022,4,Active
873,Godrej Coffee Table,11,47,Godrej,41803.26,61550.5,1/26/2024,3.4,
874,Cosco Yoga Mat,7,174,Cosco,38111.77,47658.74,11/6/2023,4.1,Active
875,Lenovo Gaming Mouse,19,85,Lenovo,22421.76,31878.27,10/19/2024,4.4,Active
876,Funskool Remote Control Car,18,105,Funskool,48898.87,76226.75,3/4/2024,3.9,Active
877,Whirlpool Microwave Oven,13,111,Whirlpool,40391.05,57624.69,7/2/2021,5,Active
878,HarperCollins Power BI Guide,17,33,HarperCollins,32538.38,49527.96,4/13/2023,3.8,Active
879,Puma Formal Shirt,3,140,Puma,42975.18,68145.95,6/16/2021,4.5,Active
880,Nestle Olive Oil,15,161,Nestle,17261.42,21342.74,9/20/2023,4.4,Active
881,Cosco Football,7,41,Cosco,2561.02,3345.5,11/21/2024,3.7,Active
882,Whirlpool Vacuum Cleaner,4,164,Whirlpool,3875.09,4577.78,8/22/2023,4.5,Active
883,Urban Ladder Study Table,2,46,Urban Ladder,27327.21,34374.14,4/21/2025,4,Active
884,Fortune Olive Oil,6,189,Fortune,56552.57,76837.68,1/5/2023,3.2,Active
885,Mamaearth Face Wash,5,137,Mamaearth,30908.93,39718.95,8/13/2025,4.8,Active
886,Godrej Office Chair,20,2,Godrej,14410.92,20034.6,6/13/2025,4.1,Active
887,Sony Gaming Mouse,19,181,Sony,51820.22,72977.39,10/19/2025,5,Active
888,Samsung Mechanical Keyboard,19,183,Samsung,262.19,308.52,8/7/2023,3.3,Active
889,JBL Galaxy S24 Ultra,1,94,JBL,49064.33,58032.03,12/22/2022,3.2,Active
